(0.11331,0.15163,9.70001,0.05301,0.13044,0.07784,186.80084,-0.89554,0.66924,5,48.45268,17.75642,182.11621,0)

(0.11714,0.15044,9.6739,0.05301,0.16096,-0.01371,182.10345,-0.89085,0.69375,5,48.45267,17.75638,179.60339,0)

(0.12121,0.15187,9.68133,0.05301,0.03889,0.04732,182.10893,-0.89867,0.71731,5,48.45267,17.75638,179.60339,0)

(0.11642,0.1502,9.68444,-0.03468,0.1351,-0.02176,190.48065,-0.88847,0.68874,5,48.45267,17.75638,179.60339,0)

(0.11426,0.149,9.68372,-0.06519,0.04354,0.10031,187.97812,-0.88145,0.67604,5,48.45267,17.75638,179.60339,0)

(0.12265,0.14588,9.68995,0.11791,0.04354,0.03927,193.2644,-0.86247,0.72517,5,48.45267,17.75638,179.60339,0)

(0.11762,0.14828,9.683,0.02636,-0.04801,-0.02176,190.10474,-0.87726,0.69593,5,48.45267,17.75638,179.60339,0)

(0.11858,0.149,9.6842,0.05688,-0.10904,0.10031,186.33972,-0.88141,0.70151,5,48.45267,17.75638,179.60339,0)

(0.11666,0.14876,9.68516,0.02636,-0.01749,0.06979,188.21866,-0.8799,0.69011,5,48.45267,17.75638,179.60339,0)

(0.12169,0.15163,9.69331,0.05688,-0.04801,-0.05228,187.59346,-0.89615,0.71926,5,48.45267,17.75638,179.60339,0)

(0.12217,0.1478,9.68061,-0.00416,0.10458,0.03927,186.94426,-0.87463,0.72304,5,48.45267,17.75638,179.60339,0)

(0.11402,0.14373,9.6739,-0.03468,0.01303,-0.0828,187.22144,-0.85114,0.67531,5,48.45267,17.75638,179.60339,0)

(0.12145,0.149,9.68252,-0.03468,0.04354,0.03927,190.29242,-0.84937,0.69062,5,48.45267,17.75638,179.60339,0)

(0.11618,0.15379,9.68468,-0.03468,-0.01749,0.00875,182.8726,-0.9097,0.68731,5,48.45267,17.75638,179.60339,0)

(0.10852,0.14804,9.69786,-0.2483,0.25717,-0.05228,189.40907,-0.87451,0.64109,5,48.45267,17.75638,179.60339,0)

(0.11283,0.14804,9.69259,-0.06519,0.10458,-0.11332,189.27982,-0.87498,0.66692,5,48.45267,17.75638,179.60339,0)

(0.11738,0.14636,9.68085,0.05688,-0.01749,0.06979,189.10619,-0.86612,0.69467,5,48.45267,17.75638,179.60339,0)

(0.11259,0.15139,9.67821,0.02636,-0.07853,0.19186,191.8179,-0.89613,0.6665,5,48.45267,17.75638,179.60339,0)

(0.11786,0.14876,9.69642,0.08739,0.1351,0.06979,192.62694,-0.87888,0.69638,5,48.45267,17.75638,179.60339,0)

(0.11977,0.14972,9.70672,0.05688,0.04354,-0.0828,190.19719,-0.88361,0.70695,5,48.45267,17.75638,179.60339,0)

(0.11187,0.18373,9.68995,-0.06519,0.10458,-0.05228,190.213,-1.0862,0.66144,5,48.45267,17.75638,179.60339,0)

(-0.24242,-0.11067,9.56778,-2.32349,23.48102,4.15914,180.66855,0.66251,-1.45141,5,48.45267,17.75638,179.60339,0)

(2.68821,5.26598,1.16157,-302.09741,102.12476,-4.17215,156.10376,-60.92142,66.63094,5,48.45267,17.75638,179.60339,0)

(1.16516,4.6719,7.28609,6.61815,-0.32267,9.34713,250.43677,-32.3405,9.08558,5,48.45267,17.75638,179.60339,0)

(-6.99911,0.88896,6.51115,-36.22849,20.64289,25.46039,132.80495,-5.31284,-47.0685,5,48.45267,17.75638,179.60339,0)

(1.96381,4.51644,8.51353,-2.96436,-3.19132,-1.02884,198.46928,-27.49863,12.57193,5,48.45267,17.75638,179.60339,0)

(1.80787,4.40001,8.42083,-1.13331,-0.47525,-0.96781,194.15326,-27.06134,12.1169,5,48.45267,17.75638,179.60339,0)

(3.26695,4.10537,8.29554,1.61327,-12.10244,-1.3035,196.24867,-24.72453,21.49553,5,48.45267,17.75638,179.60339,0)

(-3.18814,7.34669,-5.84641,-17.15502,38.19049,42.12297,182.05841,-47.81024,-28.60437,5,48.45267,17.75638,179.60339,0)

(1.85027,4.84725,8.0639,-2.01832,0.98959,1.87033,195.88181,-30.3652,12.92287,5,48.45267,17.75638,179.60339,0)

(1.66941,4.91241,7.9918,-13.21826,0.34872,-2.43265,199.00136,-31.03506,11.79887,5,48.45267,17.75638,179.60339,0)

(1.61886,4.82593,7.95946,5.12279,-0.56681,4.9526,196.36113,-30.71664,11.49651,5,48.45267,17.75638,179.60339,0)

(1.55347,5.00152,8.39376,8.17455,-10.6376,-2.64627,209.08165,-30.36655,10.48533,5,48.45267,17.75638,179.60339,0)

